Location Coordinate;Feature Extent;Latitude Coordinate;Longitude Coordinate;Projection;Easting Coordinate;Northing Coordinate;Class Code;Postcode;Council Ward;Suburb;GISFid;Ownership;Road Name;Road Length;Left Locality;Right Locality;Road Classification;Feature_Type;Google Maps Direction
-38.080977545489475, 145.30102983113207;"{""coordinates"": [[145.3045414102, -38.0805403405], [145.304517493, -38.0805382431], [145.304476849, -38.080535382], [145.3044361293, -38.0805332335], [145.3043953653, -38.0805317684], [145.3043545702, -38.0805310075], [145.3043137783, -38.0805309469], [145.3042729772, -38.0805315828], [145.3042322023, -38.0805329102], [145.3041914875, -38.0805349414], [145.3041508201, -38.0805376834], [145.3041102589, -38.08054111], [145.3040697797, -38.0805452308], [145.3040294416, -38.0805500538], [145.3039892179, -38.0805555517], [145.3039491811, -38.0805617425], [145.3039093174, -38.0805686352], [145.3038696505, -38.0805761867], [145.3038302024, -38.080584429], [145.3037909966, -38.0805933398], [145.3037520315, -38.0806029336], [145.3037133217, -38.0806131754], [145.3036749328, -38.0806240824], [145.3036639264, -38.0806274255], [145.3036368436, -38.0806356381], [145.3035990867, -38.0806478591], [145.3035616639, -38.0806607193], [145.303524608, -38.0806742274], [145.3034879191, -38.0806883373], [145.3034516426, -38.0807030958], [145.3034157575, -38.0807184835], [145.3033803296, -38.0807344644], [145.3033453378, -38.0807510573], [145.3033108043, -38.0807682434], [145.3032767512, -38.0807860042], [145.3032432017, -38.0808043688], [145.303210157, -38.0808232895], [145.3031776272, -38.0808427674], [145.3031456693, -38.0808628113], [145.3031142495, -38.0808833957], [145.3030547474, -38.0809241484], [145.3030256227, -38.0809433474], [145.3029960188, -38.0809620708], [145.3029659568, -38.0809803352], [145.3029354486, -38.0809981246], [145.3029044719, -38.0810154187], [145.3028741966, -38.0810316659], [145.3028598035, -38.0810379357], [145.3028450434, -38.0810436577], [145.3028299295, -38.0810487581], [145.302814537, -38.0810532832], [145.3027988699, -38.0810572068], [145.3027829835, -38.0810605073], [145.3027669008, -38.0810631786], [145.3027506673, -38.0810652196], [145.3027343286, -38.0810666291], [145.3027179195, -38.0810673915], [145.3027014957, -38.0810675048], [145.3026850705, -38.0810669872], [145.3026687101, -38.0810658398], [145.3026524378, -38.081064033], [145.3017182482, -38.0809461434], [145.300778303, -38.0808275124], [145.3001031453, -38.0807422965], [145.299960215, -38.0807242559], [145.2998306444, -38.080691904], [145.2997184579, -38.0806777406], [145.2992513648, -38.08062957], [145.2991650178, -38.0806297836], [145.2991212349, -38.0806370279], [145.2990530073, -38.0806565484], [145.2989904587, -38.0806799017], [145.2989283026, -38.0807301998], [145.2988820895, -38.0807771708], [145.2988514151, -38.0808393822], [145.298752039, -38.0813217345], [145.2987240816, -38.0814625881], [145.298644015, -38.0817676673], [145.2985801099, -38.0820839785], [145.2984911719, -38.0823796037], [145.2984696604, -38.0824346969]], ""type"": ""LineString""}";-38.080977545496346;145.30102983114057;MGA2020 Zone 55;350984;5783835;Local Road;3977;Kowan;Cranbourne North;4726;Council;Mannavue Boulevard;709;CRANBOURNE NORTH;CRANBOURNE NORTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.080977545496346,145.30102983114057/@your+location,17z/data=!4m2!4m1!3e0
-38.02909977808065, 145.2928075795023;"{""coordinates"": [[[145.2930752026, -38.0288598988], [145.2930071095, -38.0289209333]], [[145.2930070892, -38.0289209514], [145.2925399713, -38.0293396436]]], ""type"": ""MultiLineString""}";-38.029010356769575;145.2929073431659;MGA2020 Zone 55;350175;5789592;Local Road;3805;Casuarina;Narre Warren South;4728;Council;Manorlord Place;71;NARRE WARREN SOUTH;NARRE WARREN SOUTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.029010356769575,145.2929073431659/@your+location,17z/data=!4m2!4m1!3e0
-38.05806364155477, 145.24778430247162;"{""coordinates"": [[145.2477219643, -38.0578170402], [145.247733302, -38.0578887612], [145.247742783, -38.0579487371], [145.2477782617, -38.0580763134], [145.2478284302, -38.05820076], [145.2478755225, -38.0583013678]], ""type"": ""LineString""}";-38.05806364154525;145.24778430247068;MGA2020 Zone 55;346276;5786295;Local Road;3975;Quarters;Lyndhurst;4733;Council;Marigold Place;55;LYNDHURST;LYNDHURST;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.05806364154525,145.24778430247068/@your+location,17z/data=!4m2!4m1!3e0
-38.06997519504767, 145.33277250855943;"{""coordinates"": [[145.3325039885, -38.0697228932], [145.3324075749, -38.0698612504], [145.3329224008, -38.0700652522], [145.3332697566, -38.0700999586]], ""type"": ""LineString""}";-38.06997519507632;145.3327725085592;MGA2020 Zone 55;353755;5785110;Local Road;3805;Kowan;Narre Warren South;4734;Council;Marija Crescent;98;NARRE WARREN SOUTH;NARRE WARREN SOUTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.06997519507632,145.3327725085592/@your+location,17z/data=!4m2!4m1!3e0
-38.029222191448184, 145.25080747362804;"{""coordinates"": [[[145.2509665297, -38.0284694294], [145.2506690462, -38.0298773248]], [[145.2506690462, -38.0298773248], [145.2506484171, -38.0299749534]]], ""type"": ""MultiLineString""}";-38.02954975807201;145.25073825979132;MGA2020 Zone 55;346475;5789463;Local Road;3976;Waratah;Hampton Park;4737;Council;Mark Court;169;HAMPTON PARK;HAMPTON PARK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.02954975807201,145.25073825979132/@your+location,17z/data=!4m2!4m1!3e0
-38.03229523469199, 145.25517252741145;"{""coordinates"": [[145.2548804193, -38.0326028757], [145.254930087, -38.0326183114], [145.2549869571, -38.0326246052], [145.2550440859, -38.0326198534], [145.2550943843, -38.0326057828], [145.2551425722, -38.0325810668], [145.2551818028, -38.0325478854], [145.2552097338, -38.0325081938], [145.2552240948, -38.03246755], [145.2552700583, -38.0322603671], [145.2552784884, -38.0322069701], [145.2552772011, -38.0321531792], [145.2552705097, -38.0321013177], [145.2552596344, -38.0320581058], [145.2552441256, -38.0320157957], [145.2552240764, -38.0319746934], [145.2551942437, -38.0319273863], [145.2551647877, -38.0318899978], [145.2551446541, -38.0318687542], [145.2551313753, -38.0318547432], [145.2550935035, -38.0318212644]], ""type"": ""LineString""}";-38.03229523467021;145.2551725274164;MGA2020 Zone 55;346871;5789167;Local Road;3976;Waratah;Hampton Park;4738;Council;Marlene Court;115;HAMPTON PARK;HAMPTON PARK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.03229523467021,145.2551725274164/@your+location,17z/data=!4m2!4m1!3e0
-38.10197328401436, 145.2750297449688;"{""coordinates"": [[[145.275494066, -38.1015401552], [145.275432801, -38.1018242374]], [[145.2754178944, -38.1021962214], [145.275432801, -38.1018242374], [145.2748727414, -38.1020184054], [145.2747403558, -38.1020683734], [145.2745972015, -38.1021074925], [145.2742896245, -38.1021795035], [145.2741957682, -38.1022014773]]], ""type"": ""MultiLineString""}";-38.10185310965131;145.2752087915002;MGA2020 Zone 55;348773;5781480;Local Road;3977;Quarters;Cranbourne;4740;Council;Marnebeck Court;189;CRANBOURNE;CRANBOURNE;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.10185310965131,145.2752087915002/@your+location,17z/data=!4m2!4m1!3e0
-38.000874024794044, 145.28384968854385;"{""coordinates"": [[145.2835819766, -38.000589915], [145.2835454292, -38.0008744354], [145.28426486, -38.0009623565], [145.284355096, -38.0009733839]], ""type"": ""LineString""}";-38.000874024825976;145.28384968855505;MGA2020 Zone 55;349321;5792700;Local Road;3803;Waratah;Hallam;4741;Council;Marnie Place;103;HALLAM;HALLAM;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.000874024825976,145.28384968855505/@your+location,17z/data=!4m2!4m1!3e0
-38.079517398140794, 145.27351519768055;"{""coordinates"": [[[145.2731791924, -38.0789256765], [145.2736092589, -38.0796090775], [145.2736378237, -38.0796631922], [145.2736620615, -38.0797215428], [145.2736796385, -38.0797785023], [145.2736921342, -38.0798391406], [145.2737013664, -38.0799240925], [145.2737245161, -38.0800731091]], [[145.273724518, -38.0800731211], [145.2737368812, -38.0801527045]]], ""type"": ""MultiLineString""}";-38.07979656019965;145.2736162194604;MGA2020 Zone 55;348587;5783925;Local Road;3977;River Gum;Cranbourne North;4744;Council;Marsden Court;146;CRANBOURNE NORTH;CRANBOURNE NORTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.07979656019965,145.2736162194604/@your+location,17z/data=!4m2!4m1!3e0
-38.0270386283, 145.25132717385;"{""coordinates"": [[145.2514859314, -38.026309903], [145.2511684163, -38.0277673536]], ""type"": ""LineString""}";-38.027038628266894;145.25132717383917;MGA2020 Zone 55;346522;5789743;Local Road;3976;Waratah;Hampton Park;4746;Council;Marshall Court;164;HAMPTON PARK;HAMPTON PARK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.027038628266894,145.25132717383917/@your+location,17z/data=!4m2!4m1!3e0
-38.026253886250004, 145.2514981347;"{""coordinates"": [[145.251510339, -38.026197865], [145.2514859304, -38.0263099075]], ""type"": ""LineString""}";-38.0262538862617;145.25149813467152;MGA2020 Zone 55;346535;5789830;Local Road;3976;Waratah;Hampton Park;4747;Council;Marshall Court;12;HAMPTON PARK;HAMPTON PARK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.0262538862617,145.25149813467152/@your+location,17z/data=!4m2!4m1!3e0
-38.0271042015384, 145.24874183283225;"{""coordinates"": [[[145.2473722101, -38.0269245393], [145.2475091654, -38.0269426761]], [[145.2475091713, -38.0269426769], [145.2491035911, -38.0271538113], [145.2496633212, -38.0272279321], [145.2500060739, -38.027257427]], [[145.2500060787, -38.0272574274], [145.2501133333, -38.0272666567]]], ""type"": ""MultiLineString""}";-38.027100821314534;145.24875242604577;MGA2020 Zone 55;346296;5789732;Local Road;3976;Waratah;Hampton Park;4751;Council;Mary Street;243;HAMPTON PARK;HAMPTON PARK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.027100821314534,145.24875242604577/@your+location,17z/data=!4m2!4m1!3e0
-38.02709765325733, 145.33184210405892;"{""coordinates"": [[145.3309498732, -38.0271189221], [145.3312832751, -38.02715988], [145.3313307332, -38.0271646586], [145.331388109, -38.0271661138], [145.3314737628, -38.0271595452], [145.3315297204, -38.02714939], [145.3315840515, -38.0271347444], [145.3316940031, -38.0270953692], [145.3317622108, -38.0270763505], [145.3318558655, -38.0270582364], [145.3319514956, -38.0270486215], [145.3320478916, -38.0270476255], [145.3326301727, -38.0270793385], [145.332738886, -38.027085259]], ""type"": ""LineString""}";-38.02709765325095;145.3318421040751;MGA2020 Zone 55;353589;5789866;Local Road;3806;Grevillea;Berwick;4752;Council;Maryn Close;159;BERWICK;BERWICK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.02709765325095,145.3318421040751/@your+location,17z/data=!4m2!4m1!3e0
-38.03282644587016, 145.3334873170155;"{""coordinates"": [[[145.3333813856, -38.032206602], [145.333412285, -38.0322342642], [145.3334358724, -38.0322594635], [145.3334539201, -38.0322787444], [145.3334895201, -38.0323263869], [145.3335186861, -38.032376694], [145.3335343992, -38.0324114343], [145.3335522, -38.0324649633], [145.3335629103, -38.0325196553], [145.333566401, -38.0325749263], [145.3335597785, -38.0326485049], [145.3334354961, -38.0332858909], [145.3334039565, -38.0333836286], [145.3333987536, -38.0333940351]], [[145.3333987536, -38.0333940351], [145.3333570559, -38.0334774364]]], ""type"": ""MultiLineString""}";-38.033108604538;145.33343664882628;MGA2020 Zone 55;353741;5789201;Local Road;3806;Akoonah;Berwick;4753;Council;Mason Way;147;BERWICK;BERWICK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.033108604538,145.33343664882628/@your+location,17z/data=!4m2!4m1!3e0
-37.99383792476941, 145.2350580459415;"{""coordinates"": [[[145.2353453448, -37.9923316584], [145.235332319, -37.9923999567], [145.2352502629, -37.9928301979], [145.2351863602, -37.9931652173], [145.2347877056, -37.9952552385]], [[145.2347877031, -37.9952552516], [145.234770736, -37.9953442018]]], ""type"": ""MultiLineString""}";-37.99454658796741;145.23492287442576;MGA2020 Zone 55;345013;5793321;Local Road;3177;Waratah;Doveton;4754;Council;Matipo Street;338;DOVETON;DOVETON;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-37.99454658796741,145.23492287442576/@your+location,17z/data=!4m2!4m1!3e0
-38.11355272156451, 145.32779142803443;"{""coordinates"": [[[145.3282919722, -38.1123629678], [145.3282822377, -38.1124347355]], [[145.326706955, -38.1139315267], [145.3267963391, -38.1139432573], [145.3279398845, -38.1140933278], [145.3280326154, -38.1136521917], [145.3281561184, -38.1130646678], [145.3282538055, -38.1125999325], [145.328278241, -38.1124642012], [145.3282822385, -38.1124347298]]], ""type"": ""MultiLineString""}";-38.112990012630505;145.32803315532888;MGA2020 Zone 55;353428;5780331;Local Road;3978;Correa;Clyde North;4755;Council;Mattamber Street;304;CLYDE NORTH;CLYDE NORTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.112990012630505,145.32803315532888/@your+location,17z/data=!4m2!4m1!3e0
-38.035154325468135, 145.2566555572305;"{""coordinates"": [[145.2561609233, -38.0350594922], [145.2562502698, -38.0350861648], [145.2562744901, -38.0350933953], [145.2563978529, -38.0351242498], [145.2565232246, -38.0351495331], [145.2566502066, -38.0351691816], [145.2567783883, -38.0351831163], [145.2568992809, -38.0351909661], [145.2570286196, -38.0351937349], [145.2571579402, -38.0351907294]], ""type"": ""LineString""}";-38.03515432545438;145.25665555722364;MGA2020 Zone 55;347006;5788851;Local Road;3976;River Gum;Hampton Park;4757;Council;Matthew Court;89;HAMPTON PARK;HAMPTON PARK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.03515432545438,145.25665555722364/@your+location,17z/data=!4m2!4m1!3e0
-38.080927027211004, 145.2700743442744;"{""coordinates"": [[[145.2701376597, -38.0806197113], [145.270026259, -38.0811604202]], [[145.2700261825, -38.0811607914], [145.2700109706, -38.0812346251]]], ""type"": ""MultiLineString""}";-38.08104388700511;145.2700502679395;MGA2020 Zone 55;348277;5783781;Local Road;3977;River Gum;Cranbourne North;4759;Council;Mawson Court;69;CRANBOURNE NORTH;CRANBOURNE NORTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.08104388700511,145.2700502679395/@your+location,17z/data=!4m2!4m1!3e0
-38.18644299684254, 145.3851386485967;"{""coordinates"": [[[145.3862605753, -38.1809857634], [145.3862480576, -38.1810468484], [145.3852174234, -38.1860758323], [145.3851316831, -38.1865365949], [145.3851145762, -38.1866180184]], [[145.3851151748, -38.1866151695], [145.384422116, -38.1899137542], [145.3840125468, -38.1918044255]], [[145.3840122212, -38.1918059287], [145.3839925757, -38.1918966142]]], ""type"": ""MultiLineString""}";-38.18828769144744;145.38475135532843;MGA2020 Zone 55;358544;5772062;Local Road;3980;Tooradin;Tooradin;4764;Council;Mcculloch Road;1227;TOORADIN;TOORADIN;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.18828769144744,145.38475135532843/@your+location,17z/data=!4m2!4m1!3e0
-38.00127353871954, 145.24335397237073;"{""coordinates"": [[145.2409450058, -38.0009831419], [145.2415349334, -38.0010542594], [145.2416410303, -38.0010670552], [145.2430469594, -38.0012365441], [145.2437664295, -38.0013232626], [145.2444441697, -38.0014049541], [145.2455339567, -38.0015363069], [145.2456484131, -38.0015501004], [145.2457629429, -38.0015639027]], ""type"": ""LineString""}";-38.00127353872943;145.24335397235907;MGA2020 Zone 55;345768;5792589;Local Road;3177;Waratah;Eumemmerring;4769;Council;Mclennan Street;427;EUMEMMERRING;EUMEMMERRING;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.00127353872943,145.24335397235907/@your+location,17z/data=!4m2!4m1!3e0
-38.06948240272432, 145.321574525134;"{""coordinates"": [[[145.3212876304, -38.0699850988], [145.3214677156, -38.0700079887], [145.3217238908, -38.068747525], [145.321738409, -38.0686760897]], [[145.3214677156, -38.0700079887], [145.3216477102, -38.070030858]]], ""type"": ""MultiLineString""}";-38.069719290956655;145.32156710898522;MGA2020 Zone 55;352773;5785121;Local Road;3805;Kowan;Narre Warren South;4777;Council;Kimberley Downs Court;181;NARRE WARREN SOUTH;NARRE WARREN SOUTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.069719290956655,145.32156710898522/@your+location,17z/data=!4m2!4m1!3e0
-38.06255404495984, 145.28296868841693;"{""coordinates"": [[145.2857331235, -38.0627759594], [145.2856148339, -38.0627206938], [145.2840589219, -38.0619937446], [145.2838013852, -38.0618719459], [145.2832676911, -38.0616178048], [145.282889577, -38.0614377384], [145.2828718283, -38.0614296261], [145.2828080439, -38.0614031176], [145.2827728796, -38.0613906784], [145.282673446, -38.0613625331], [145.2826041872, -38.0613467497], [145.2825338243, -38.0613344638], [145.2825018588, -38.0613305387], [145.2824626092, -38.0613257214], [145.2823908386, -38.0613205558], [145.2823188074, -38.0613189784], [145.2822467775, -38.0613210022], [145.2821750688, -38.0613266389], [145.2821039438, -38.061335833], [145.282033698, -38.0613485653], [145.2819646049, -38.0613647903], [145.2818969605, -38.0613844257], [145.2818310136, -38.0614074086], [145.2817670402, -38.0614336313], [145.2817566549, -38.0614385738], [145.2817052772, -38.0614630097], [145.2816460103, -38.0614954102], [145.2815894306, -38.0615307049], [145.2815357906, -38.0615687669], [145.2814853042, -38.0616094262], [145.2814381662, -38.061652528], [145.2813945681, -38.0616978912], [145.2813546819, -38.0617453634], [145.2813186769, -38.0617947272], [145.2812994514, -38.0618244022], [145.2809508616, -38.0623883998], [145.2809228102, -38.0624378888], [145.2809149038, -38.062462899], [145.2809114677, -38.0624885459], [145.2809126004, -38.0625143192], [145.2809182559, -38.0625397107], [145.2809283177, -38.0625642367], [145.2809426146, -38.0625874206], [145.2809608337, -38.0626088009], [145.2809826577, -38.0626279585], [145.2810076516, -38.06264453], [145.2810244009, -38.0626533201], [145.2814212601, -38.0628422955], [145.2820746575, -38.0631534257], [145.2828825446, -38.0635380998], [145.283712357, -38.0639332223], [145.2844692839, -38.0642936286], [145.2845519727, -38.0643329999]], ""type"": ""LineString""}";-38.06255404495697;145.2829686884222;MGA2020 Zone 55;349369;5785854;Local Road;3805;Casuarina;Narre Warren South;4783;Council;Kingston Avenue;918;NARRE WARREN SOUTH;NARRE WARREN SOUTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.06255404495697,145.2829686884222/@your+location,17z/data=!4m2!4m1!3e0
