Location Coordinate;Feature Extent;Postcode;Projection;Latitude Coordinate;Longitude Coordinate;Location;Bin Type;Bin Type (other);Number of Bins;Bin Size;Bin Size (other);Waste Type;Waste Type (other);Bin Colours;Bin Colours (other);Stand Condition;Stand Condition - other;Plate Fitting;Locking;Locking - other;Key Requirement;Bin Condition;Bin Condition - other;Date;Easting Coordinate;Northing Coordinate;GISFid;Google Maps Direction;Property_Address;Suburb;Last Modification Date;Council Ward
-38.1109125173, 145.306138969;"{""coordinates"": [145.306138969, -38.1109125173], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.11091251729624;145.30613896899737;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-09-20;351503;5780525;1147;https://www.google.com.au/maps/dir//-38.11091251729624,145.30613896899737/@your+location,17z/data=!4m2!4m1!3e0;20 Archers Field Drv Cranbourne East 3977;Cranbourne East;2025-05-26;Correa
-38.1081159879, 145.304503134;"{""coordinates"": [145.304503134, -38.1081159879], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.10811598789624;145.30450313399734;;Cage;;1;120lt;;General;;Green;;2- Average;;;Working;;yes;4- Very Good;;2022-09-20;351353;5780833;1149;https://www.google.com.au/maps/dir//-38.10811598789624,145.30450313399734/@your+location,17z/data=!4m2!4m1!3e0;Woodsman Way- Opp Cranbourne East 3977;Cranbourne East;2025-05-26;Correa
-38.1218642788, 145.296769319;"{""coordinates"": [145.296769319, -38.1218642788], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.1218642787962;145.29676931899726;;Compound;;16;240lt;;General,Recycle;;Green,Yellow;;4- Very Good;;;Working;;yes;3- Good;;2022-09-20;350703;5779295;1159;https://www.google.com.au/maps/dir//-38.1218642787962,145.29676931899726/@your+location,17z/data=!4m2!4m1!3e0;45 Parkhurst Drv Cranbourne East 3977;Cranbourne East;2025-05-26;Tooradin
-38.1218789472, 145.298581487;"{""coordinates"": [145.298581487, -38.1218789472], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.12187894719622;145.29858148699728;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-09-20;350862;5779296;1160;https://www.google.com.au/maps/dir//-38.12187894719622,145.29858148699728/@your+location,17z/data=!4m2!4m1!3e0;45 Parkhurst Drv Cranbourne East 3977;Cranbourne East;2025-05-26;Tooradin
-38.1321284222, 145.288076615;"{""coordinates"": [145.288076615, -38.1321284222], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.13212842219618;145.28807661499727;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;yes;5- Excellent;;2022-09-20;349962;5778142;1163;https://www.google.com.au/maps/dir//-38.13212842219618,145.28807661499727/@your+location,17z/data=!4m2!4m1!3e0;28 Contata Grv Junction Village 3977;Junction Village;2025-05-26;Cranbourne Gardens
-38.1022607178, 145.302319865;"{""coordinates"": [145.302319865, -38.1022607178], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.102260717796234;145.30231986499734;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-09-20;351150;5781479;1167;https://www.google.com.au/maps/dir//-38.102260717796234,145.30231986499734/@your+location,17z/data=!4m2!4m1!3e0;25 Broad Oak Drv Cranbourne East 3977;Cranbourne East;2025-05-26;Correa
-38.0872958651, 145.275065603;"{""coordinates"": [145.275065603, -38.0872958651], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.087295865096166;145.27506560299716;;Cage;;1;120lt;;General;;Green;;3- Good;;;Working;;yes;4- Very Good;;2022-09-08;348730;5783095;1171;https://www.google.com.au/maps/dir//-38.087295865096166,145.27506560299716/@your+location,17z/data=!4m2!4m1!3e0;38 Lesdon Ave Cranbourne 3977;Cranbourne;2025-05-26;Correa
-38.0969312986, 145.281572845;"{""coordinates"": [145.281572845, -38.0969312986], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.09693129859618;145.2815728449972;;Cage;;1;120lt;;General;;Green;;2- Average,3- Good;;;Working;;yes;3- Good;;2022-09-08;349320;5782037;1175;https://www.google.com.au/maps/dir//-38.09693129859618,145.2815728449972/@your+location,17z/data=!4m2!4m1!3e0;Cranbourne Pl Cranbourne 3977;Cranbourne;2025-05-26;Correa
-38.1036804943, 145.272052344;"{""coordinates"": [145.272052344, -38.1036804943], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.10368049429615;145.27205234399713;;Compound;;12;240lt;;General,Recycle;;Green,Yellow;;3- Good;;;Missing;;no;3- Good;;2022-09-08;348499;5781272;1177;https://www.google.com.au/maps/dir//-38.10368049429615,145.27205234399713/@your+location,17z/data=!4m2!4m1!3e0;Fairbairn Rd Cranbourne 3977;Cranbourne;2025-05-26;Quarters
-38.1079219468, 145.271419343;"{""coordinates"": [145.271419343, -38.1079219468], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.107921946796154;145.27141934299712;;Cage;;1;120lt;;General;;Green;;1- Poor;;;Working;;yes;3- Good;;2022-09-08;348452;5780801;1179;https://www.google.com.au/maps/dir//-38.107921946796154,145.27141934299712/@your+location,17z/data=!4m2!4m1!3e0;511 Fairbairn Rd Cranbourne 3977;Cranbourne;2025-05-26;Quarters
-38.1109141605, 145.283060717;"{""coordinates"": [145.283060717, -38.1109141605], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.11091416049617;145.28306071699723;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-09-08;349479;5780488;1180;https://www.google.com.au/maps/dir//-38.11091416049617,145.28306071699723/@your+location,17z/data=!4m2!4m1!3e0;Main St Cranbourne 3977;Cranbourne;2025-05-26;Quarters
-38.1117420846, 145.282883331;"{""coordinates"": [145.282883331, -38.1117420846], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.11174208459619;145.2828833309972;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-09-08;349465;5780395;1182;https://www.google.com.au/maps/dir//-38.11174208459619,145.2828833309972/@your+location,17z/data=!4m2!4m1!3e0;Main St Cranbourne 3977;Cranbourne;2025-05-26;Quarters
-38.1125240308, 145.282956613;"{""coordinates"": [145.282956613, -38.1125240308], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.11252403079617;145.28295661299725;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-09-08;349473;5780309;1184;https://www.google.com.au/maps/dir//-38.11252403079617,145.28295661299725/@your+location,17z/data=!4m2!4m1!3e0;Main St Cranbourne 3977;Cranbourne;2025-05-26;Correa
-38.1124781856, 145.282878199;"{""coordinates"": [145.282878199, -38.1124781856], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.11247818559619;145.28287819899725;;Cage;;1;240lt;;General;;Blue;;4- Very Good;;;Working;;yes;4- Very Good;;2022-09-08;349466;5780314;1185;https://www.google.com.au/maps/dir//-38.11247818559619,145.28287819899725/@your+location,17z/data=!4m2!4m1!3e0;Main St Cranbourne 3977;Cranbourne;2025-05-26;Correa
-38.1087931199, 145.283601182;"{""coordinates"": [145.283601182, -38.1087931199], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.10879311989619;145.28360118199726;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-09-08;349522;5780724;1186;https://www.google.com.au/maps/dir//-38.10879311989619,145.28360118199726/@your+location,17z/data=!4m2!4m1!3e0;Main St Cranbourne 3977;Cranbourne;2025-05-26;Correa
-38.112870034, 145.282888364;"{""coordinates"": [145.282888364, -38.112870034], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.11287003399619;145.28288836399722;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-09-08;349468;5780270;1187;https://www.google.com.au/maps/dir//-38.11287003399619,145.28288836399722/@your+location,17z/data=!4m2!4m1!3e0;Main St Cranbourne 3977;Cranbourne;2025-05-26;Correa
-38.1107582152, 145.283149732;"{""coordinates"": [145.283149732, -38.1107582152], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.1107582151962;145.28314973199724;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;4- Very Good;;2022-09-08;349487;5780505;1190;https://www.google.com.au/maps/dir//-38.1107582151962,145.28314973199724/@your+location,17z/data=!4m2!4m1!3e0;Main St Cranbourne 3977;Cranbourne;2025-05-26;Correa
-38.1094669732, 145.283448187;"{""coordinates"": [145.283448187, -38.1094669732], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.10946697319616;145.28344818699725;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-09-08;349510;5780649;1193;https://www.google.com.au/maps/dir//-38.10946697319616,145.28344818699725/@your+location,17z/data=!4m2!4m1!3e0;Main St Cranbourne 3977;Cranbourne;2025-05-26;Correa
-38.1084189099, 145.283671254;"{""coordinates"": [145.283671254, -38.1084189099], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.10841890989618;145.28367125399723;;Cage;;1;240lt;;General;;Green;;2- Average,3- Good;;;Working;;yes;3- Good;;2022-09-08;349528;5780765;1196;https://www.google.com.au/maps/dir//-38.10841890989618,145.28367125399723/@your+location,17z/data=!4m2!4m1!3e0;Main St Cranbourne 3977;Cranbourne;2025-05-26;Correa
-38.110404918, 145.283075469;"{""coordinates"": [145.283075469, -38.110404918], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.110404917996185;145.28307546899723;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-09-08;349479;5780544;1197;https://www.google.com.au/maps/dir//-38.110404917996185,145.28307546899723/@your+location,17z/data=!4m2!4m1!3e0;Main St Cranbourne 3977;Cranbourne;2025-05-26;Quarters
-38.1094654743, 145.284226053;"{""coordinates"": [145.284226053, -38.1094654743], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.10946547429618;145.28422605299724;;Stand;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-09-08;349578;5780650;1202;https://www.google.com.au/maps/dir//-38.10946547429618,145.28422605299724/@your+location,17z/data=!4m2!4m1!3e0;Lyall Rd Cranbourne 3977;Cranbourne;2025-05-26;Correa
-38.1096503472, 145.283857682;"{""coordinates"": [145.283857682, -38.1096503472], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.1096503471962;145.2838576819972;;Cage;;1;240lt;;General;;Blue;;3- Good;;;Working;;yes;3- Good;;2022-09-08;349546;5780629;1203;https://www.google.com.au/maps/dir//-38.1096503471962,145.2838576819972/@your+location,17z/data=!4m2!4m1!3e0;Lyall Rd Cranbourne 3977;Cranbourne;2025-05-26;Correa
-38.0859081773, 145.291588716;"{""coordinates"": [145.291588716, -38.0859081773], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.085908177296226;145.29158871599728;;Compound;;8;240lt;;General,Recycle;;Green,Yellow;;4- Very Good;;;Working;;yes;3- Good;;2022-09-08;350176;5783276;1205;https://www.google.com.au/maps/dir//-38.085908177296226,145.29158871599728/@your+location,17z/data=!4m2!4m1!3e0;Majestic Blvd Cranbourne 3977;Cranbourne;2025-05-26;Correa
-38.085923181, 145.291599278;"{""coordinates"": [145.291599278, -38.085923181], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.08592318099622;145.29159927799728;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;4- Very Good;;2022-09-08;350177;5783274;1206;https://www.google.com.au/maps/dir//-38.08592318099622,145.29159927799728/@your+location,17z/data=!4m2!4m1!3e0;2-20 Majestic Blvd Cranbourne 3977;Cranbourne;2025-05-26;Correa
-38.0871983618, 145.292042764;"{""coordinates"": [145.292042764, -38.0871983618], ""type"": ""Point""}";3977;MGA2020 Zone 55;-38.08719836179621;145.29204276399727;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;4- Very Good;;2022-09-08;350218;5783134;1207;https://www.google.com.au/maps/dir//-38.08719836179621,145.29204276399727/@your+location,17z/data=!4m2!4m1!3e0;Majestic Blvd Cranbourne 3977;Cranbourne;2025-05-26;Correa
-37.9931419184, 145.328617312;"{""coordinates"": [145.328617312, -37.9931419184], ""type"": ""Point""}";3804;MGA2020 Zone 55;-37.99314191839633;145.32861731199756;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;4- Very Good;;2022-09-08;353238;5793629;1209;https://www.google.com.au/maps/dir//-37.99314191839633,145.32861731199756/@your+location,17z/data=!4m2!4m1!3e0;100 Crawley Rd Narre Warren North 3804;Narre Warren North;2025-05-26;Grevillea
-37.9893097343, 145.314240041;"{""coordinates"": [145.314240041, -37.9893097343], ""type"": ""Point""}";3804;MGA2020 Zone 55;-37.98930973429631;145.31424004099742;;Free Standing;;3;240lt;;General,Recycle;;Green,Yellow;;;;;;;no;4- Very Good;;2022-09-08;351968;5794031;1210;https://www.google.com.au/maps/dir//-37.98930973429631,145.31424004099742/@your+location,17z/data=!4m2!4m1!3e0;Narre Warren North Rd Narre Warren North 3804;Narre Warren North;2025-05-26;Grevillea
-37.9784992733, 145.314120078;"{""coordinates"": [145.314120078, -37.9784992733], ""type"": ""Point""}";3804;MGA2020 Zone 55;-37.978499273296336;145.31412007799742;;Free Standing;;2;240lt;;General,Recycle;;Green,Yellow;;;;;;;no;3- Good;;2022-09-08;351936;5795231;1211;https://www.google.com.au/maps/dir//-37.978499273296336,145.31412007799742/@your+location,17z/data=!4m2!4m1!3e0;1-11 A'Beckett Rd Narre Warren North 3804;Narre Warren North;2025-05-26;Grevillea
-38.038439448, 145.258410294;"{""coordinates"": [145.258410294, -38.038439448], ""type"": ""Point""}";3976;MGA2020 Zone 55;-38.03843944799614;145.25841029399703;;Cage;;2;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-09-07;347167;5788489;1225;https://www.google.com.au/maps/dir//-38.03843944799614,145.25841029399703/@your+location,17z/data=!4m2!4m1!3e0;Cairns Rd- Reserve Hampton Park 3976;Hampton Park;2025-05-26;River Gum
-38.0353715876, 145.26456655;"{""coordinates"": [145.26456655, -38.0353715876], ""type"": ""Point""}";3976;MGA2020 Zone 55;-38.035371587596146;145.2645665499971;;Cage;;1;120lt;;General;;Green;;2- Average;;;Working;;yes;3- Good;;2022-09-07;347701;5788840;1231;https://www.google.com.au/maps/dir//-38.035371587596146,145.2645665499971/@your+location,17z/data=!4m2!4m1!3e0;General Joshua Drv Hampton Park 3976;Hampton Park;2025-05-26;River Gum
-38.0322562438, 145.264261868;"{""coordinates"": [145.264261868, -38.0322562438], ""type"": ""Point""}";3976;MGA2020 Zone 55;-38.03225624379618;145.26426186799708;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-09-07;347668;5789185;1233;https://www.google.com.au/maps/dir//-38.03225624379618,145.26426186799708/@your+location,17z/data=!4m2!4m1!3e0;4 Stuart Ave Hampton Park 3976;Hampton Park;2025-05-26;Waratah
-38.0315479311, 145.263095778;"{""coordinates"": [145.263095778, -38.0315479311], ""type"": ""Point""}";3976;MGA2020 Zone 55;-38.03154793109618;145.26309577799708;;Cage;;1;120lt;;General;;Green;;2- Average;;;Working;;yes;3- Good;;2022-09-07;347564;5789262;1235;https://www.google.com.au/maps/dir//-38.03154793109618,145.26309577799708/@your+location,17z/data=!4m2!4m1!3e0;127 Somerville Rd Hampton Park 3976;Hampton Park;2025-05-26;Waratah
-38.0315755913, 145.25101075;"{""coordinates"": [145.25101075, -38.0315755913], ""type"": ""Point""}";3976;MGA2020 Zone 55;-38.031575591296125;145.25101074999696;;Cage;;1;240lt;;General;;Green;;2- Average;;;Working;;yes;3- Good;;2022-09-07;346503;5789239;1237;https://www.google.com.au/maps/dir//-38.031575591296125,145.25101074999696/@your+location,17z/data=!4m2!4m1!3e0;Regans Rd Hampton Park 3976;Hampton Park;2025-05-26;Waratah
-38.0401529588, 145.254189894;"{""coordinates"": [145.254189894, -38.0401529588], ""type"": ""Point""}";3976;MGA2020 Zone 55;-38.04015295879613;145.25418989399697;;Cage;;1;120lt;;General;;Green;;2- Average;;;Working;;yes;4- Very Good;;2022-09-07;346800;5788292;1241;https://www.google.com.au/maps/dir//-38.04015295879613,145.25418989399697/@your+location,17z/data=!4m2!4m1!3e0;117 Central Rd Hampton Park 3976;Hampton Park;2025-05-26;River Gum
-38.0970335193, 145.35060972;"{""coordinates"": [145.35060972, -38.0970335193], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.09703351929637;145.35060971999766;;Cage;;1;240lt;;General;;Green;;5- Excellent;;;Working;;yes;5- Excellent;;2022-09-06;355374;5782135;1244;https://www.google.com.au/maps/dir//-38.09703351929637,145.35060971999766/@your+location,17z/data=!4m2!4m1!3e0;2-20 Paragon Drv Clyde North 3978;Clyde North;2025-05-26;Dillwynia
-38.1042988273, 145.326012774;"{""coordinates"": [145.326012774, -38.1042988273], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.10429882729629;145.32601277399755;;Cage;;1;120lt;;General;;Green;;4- Very Good;;;Working;;yes;3- Good;;2022-09-06;353232;5781290;1251;https://www.google.com.au/maps/dir//-38.10429882729629,145.32601277399755/@your+location,17z/data=!4m2!4m1!3e0;7-9 Selandra Blvd Clyde North 3978;Clyde North;2025-05-26;Correa
-38.1043347437, 145.32535865;"{""coordinates"": [145.32535865, -38.1043347437], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.10433474369628;145.32535864999747;;;;1;120lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-09-06;353174;5781285;1252;https://www.google.com.au/maps/dir//-38.10433474369628,145.32535864999747/@your+location,17z/data=!4m2!4m1!3e0;7-9 Selandra Blvd Clyde North 3978;Clyde North;2025-05-26;Correa
-38.1157221878, 145.323377838;"{""coordinates"": [145.323377838, -38.1157221878], ""type"": ""Point""}";3978;MGA2020 Zone 55;-38.11572218779628;145.32337783799747;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;3- Good;;2022-09-06;353024;5780019;1255;https://www.google.com.au/maps/dir//-38.11572218779628,145.32337783799747/@your+location,17z/data=!4m2!4m1!3e0;Selandra Blvd Clyde North 3978;Clyde North;2025-05-26;Correa
-38.0536206253, 145.295746056;"{""coordinates"": [145.295746056, -38.0536206253], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.053620625296276;145.2957460559973;;Stand;;1;240lt;;Dog Poo;;Green;;3- Good;;;Working;;yes;1- Poor;;2022-09-06;350475;5786866;1267;https://www.google.com.au/maps/dir//-38.053620625296276,145.2957460559973/@your+location,17z/data=!4m2!4m1!3e0;8-16 Seebeck Drv Narre Warren South 3805;Narre Warren South;2025-05-26;Casuarina
-38.0534352595, 145.287544532;"{""coordinates"": [145.287544532, -38.0534352595], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.05343525949624;145.28754453199724;;Cage;;1;120lt;;General;;Green;;2- Average;;;Working;;yes;3- Good;;2022-09-06;349755;5786873;1271;https://www.google.com.au/maps/dir//-38.05343525949624,145.28754453199724/@your+location,17z/data=!4m2!4m1!3e0;230 Ormond Rd Narre Warren South 3805;Narre Warren South;2025-05-26;Casuarina
-38.0714573153, 145.315590045;"{""coordinates"": [145.315590045, -38.0714573153], ""type"": ""Point""}";3805;MGA2020 Zone 55;-38.0714573152963;145.31559004499744;;Cage;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-09-06;352252;5784918;1276;https://www.google.com.au/maps/dir//-38.0714573152963,145.31559004499744/@your+location,17z/data=!4m2!4m1!3e0;Glasscocks Rd Narre Warren South Vic 3805;Narre Warren South;2025-05-26;Kowan
-38.0134774578, 145.278102412;"{""coordinates"": [145.278102412, -38.0134774578], ""type"": ""Point""}";3803;MGA2020 Zone 55;-38.01347745779622;145.27810241199717;;Stand;;1;240lt;;General;;Green;;3- Good;;;Working;;yes;3- Good;;2022-09-05;348844;5791292;1283;https://www.google.com.au/maps/dir//-38.01347745779622,145.27810241199717/@your+location,17z/data=!4m2!4m1!3e0;66-72  Glenburn Drv Hallam 3803;Hallam;2025-05-26;Waratah
-38.009246327, 145.273194211;"{""coordinates"": [145.273194211, -38.009246327], ""type"": ""Point""}";3803;MGA2020 Zone 55;-38.00924632699621;145.27319421099713;;Cage;;1;120lt;;General;;Green;;2- Average;;;Working;;yes;3- Good;;2022-09-05;348404;5791753;1286;https://www.google.com.au/maps/dir//-38.00924632699621,145.27319421099713/@your+location,17z/data=!4m2!4m1!3e0;1 Melverton Drv Hallam 3803;Hallam;2025-05-26;Waratah
-37.9974849662, 145.264386423;"{""coordinates"": [145.264386423, -37.9974849662], ""type"": ""Point""}";3803;MGA2020 Zone 55;-37.99748496619618;145.26438642299712;;Cage;;1;240lt;;General;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-09-05;347607;5793044;1287;https://www.google.com.au/maps/dir//-37.99748496619618,145.26438642299712/@your+location,17z/data=!4m2!4m1!3e0;27-51 Gunns Rd Hallam 3803;Hallam;2025-05-26;Waratah
-37.9966761964, 145.265958952;"{""coordinates"": [145.265958952, -37.9966761964], ""type"": ""Point""}";3803;MGA2020 Zone 55;-37.996676196396194;145.26595895199708;;Stand;;1;120lt;;Dog Poo;;Green;;4- Very Good;;;Working;;yes;4- Very Good;;2022-09-05;347743;5793136;1289;https://www.google.com.au/maps/dir//-37.996676196396194,145.26595895199708/@your+location,17z/data=!4m2!4m1!3e0;27-51 Gunns Rd Hallam 3803;Hallam;2025-05-26;Waratah
