Location Coordinate;Feature Extent;Latitude Coordinate;Longitude Coordinate;Road Name;Installed Year;Range;Counter Type;Installed Date;Easting Coordinate;Northing Coordinate;Projection;Postcode;85th Percentile (Kmh);Volume in 12Hours;Volume in 24Hours;Commercial Vehicles (%);Peak Volume (%);GISFid
-38.042252718, 145.267325852;"{""coordinates"": [145.267325852, -38.042252718], ""type"": ""Point""}";-38.04225271798956;145.26732585198425;Huntington Drive;2018;Between 50km/h and 60km/h;W;2018-08-16;347958;5788081;MGA2020 zone 55;3976;53.0;2271;3103;5.3;18.91;21
-38.0684298397, 145.304931007;"{""coordinates"": [145.304931007, -38.0684298397], ""type"": ""Point""}";-38.06842983974478;145.30493100698314;Robinswood Parade;2019;Between 40km/h and 50km/h;W;2019-05-30;351311;5785237;MGA2020 zone 55;3805;47.6;3005;3732;2.7;11.04;55
-38.0595083714, 145.3208476532;"{""coordinates"": [145.3208476532, -38.0595083714], ""type"": ""Point""}";-38.059508371434084;145.32084765322222;Ardblair Terrace;2019;Between 50km/h and 60km/h;W;2019-11-12;352689;5786252;MGA2020 zone 55;3805;56.8;1512;1967;2.65;10.41;97
-38.0766372469, 145.2442404007;"{""coordinates"": [145.2442404007, -38.0766372469], ""type"": ""Point""}";-38.07663724686215;145.24424040069724;Lyndhurst Bvd;2018;Between 40km/h and 50km/h;W;2018-05-08;346004;5784227;MGA2020 zone 55;3975;47.9;2350;3200;3.8;11.6;147
-38.0492206457, 145.3268592825;"{""coordinates"": [145.3268592825, -38.0492206457], ""type"": ""Point""}";-38.04922064566368;145.326859282523;Centre Road;2019;More than 60km/h;W;2019-11-12;353196;5787403;MGA2020 zone 55;3806;61.0;5774;7133;5.44;11.12;161
-38.0817865424, 145.3285029663;"{""coordinates"": [145.3285029663, -38.0817865424], ""type"": ""Point""}";-38.081786542399854;145.3285029662511;Arboulea Boulevard;2021;Between 50km/h and 60km/h;W;2021-03-25;353405;5783792;MGA2020 zone 55;3977;52.8;1446;1696;4.8;17.33;197
-38.071939004, 145.2596160232;"{""coordinates"": [145.2596160232, -38.071939004], ""type"": ""Point""}";-38.07193900395529;145.25961602321095;Evans Road;2022;More than 60km/h;W;2022-02-22;347343;5784774;MGA2020 zone 55;3975;75.0;10911;14206;7.08;9.53;279
-37.9629960132, 145.2818185297;"{""coordinates"": [145.2818185297, -37.9629960132], ""type"": ""Point""}";-37.962996013170255;145.2818185297048;Hallam North Road;2019;Between 50km/h and 60km/h;W;2019-08-26;349067;5796899;MGA2020 zone 55;3802;50.1;2665;3289;2.5;14.09;38
-38.067987879, 145.3024798406;"{""coordinates"": [145.3024798406, -38.067987879], ""type"": ""Point""}";-38.06798787895543;145.30247984056408;Robinswood Parade;2019;Between 40km/h and 50km/h;W;2019-05-30;351095;5785282;MGA2020 zone 55;3805;42.6;3337;4190;2.1;10.57;54
-38.0539852679, 145.3143954142;"{""coordinates"": [145.3143954142, -38.0539852679], ""type"": ""Point""}";-38.05398526791555;145.31439541418337;Wood Road;2019;Between 50km/h and 60km/h;W;2019-05-21;352112;5786855;MGA2020 zone 55;3805;54.0;4311;5384;2.9;12.22;116
-38.0672584621, 145.35575594;"{""coordinates"": [145.35575594, -38.0672584621], ""type"": ""Point""}";-38.067258462130255;145.35575593998314;Soldiers Road;2021;More than 60km/h;W;2021-03-23;355767;5785447;MGA2020 zone 55;3806;65.2;7220;8874;10.3;9.8;205
-38.0576562937, 145.359246745;"{""coordinates"": [145.359246745, -38.0576562937], ""type"": ""Point""}";-38.05765629372751;145.35924674496704;Kingsmere Drive;2021;Between 50km/h and 60km/h;W;2021-04-20;356054;5786518;MGA2020 zone 55;3806;50.8;3469;4419;4.5;8.9;230
-37.9803226222, 145.3586440345;"{""coordinates"": [145.3586440345, -37.9803226222], ""type"": ""Point""}";-37.98032262223705;145.35864403446027;Chadwick Road;2021;More than 60km/h;W;2021-03-26;355850;5795098;MGA2020 zone 55;3806;68.5;114;148;19.2;8.4;248
-38.0393059399, 145.3636777608;"{""coordinates"": [145.3636777608, -38.0393059399], ""type"": ""Point""}";-38.0393059398823;145.36367776084322;Cardinia St;2021;Between 50km/h and 60km/h;W;2021-03-24;356407;5788561;MGA2020 zone 55;3806;52.3;1005;1152;5.7;13.43;250
-38.0111850021, 145.2551530337;"{""coordinates"": [145.2551530337, -38.0111850021], ""type"": ""Point""}";-38.01118500208945;145.25515303373888;Wedgewood Road;2022;Between 50km/h and 60km/h;W;2022-02-22;346825;5791508;MGA2020 zone 55;3803;59.7;4772;5729;25.84;8.57;254
-38.0094399989, 145.306903009;"{""coordinates"": [145.306903009, -38.0094399989], ""type"": ""Point""}";-38.00943999891529;145.3069030090403;Shiraz Crescent;2022;Between 40km/h and 50km/h;W;2022-02-22;351364;5791786;MGA2020 zone 55;3805;41.3;180;227;3.6;9.75;287
-38.0281940006, 145.3032230318;"{""coordinates"": [145.3032230318, -38.0281940006], ""type"": ""Point""}";-38.02819400061524;145.30322303183152;Austin Avenue;2022;Less than 30km/h;W;2022-02-22;351079;5789699;MGA2020 zone 55;3805;28.7;83;101;3.09;12.93;288
-38.0310400002, 145.2963630175;"{""coordinates"": [145.2963630175, -38.0310400002], ""type"": ""Point""}";-38.031040000187;145.29636301753445;Harold Keys Drive;2022;Between 40km/h and 50km/h;W;2022-02-22;350483;5789372;MGA2020 zone 55;3805;42.7;1107;1468;6.48;8.52;301
-38.0303830037, 145.3489060301;"{""coordinates"": [145.3489060301, -38.0303830037], ""type"": ""Point""}";-38.03038300371466;145.3489060300509;Wilson Street;2022;Between 40km/h and 50km/h;W;2022-02-22;355093;5789528;MGA2020 zone 55;3806;41.4;703;810;3.74;11.03;331
-38.122466003, 145.3862079989;"{""coordinates"": [145.3862079989, -38.122466003], ""type"": ""Point""}";-38.12246600302363;145.3862079989109;Mccormacks Road;2022;More than 60km/h;W;2022-02-22;358545;5779368;MGA2020 zone 55;3978;68.6;175;207;34.35;12.02;362
-38.0782770044, 145.271141018;"{""coordinates"": [145.271141018, -38.0782770044], ""type"": ""Point""}";-38.078277004432366;145.27114101803187;Blaxland Avenue;2022;Between 40km/h and 50km/h;W;2022-02-22;348367;5784090;MGA2020 zone 55;3977;46.5;454;550;2.03;18.85;396
-38.1289890029, 145.2308830078;"{""coordinates"": [145.2308830078, -38.1289890029], ""type"": ""Point""}";-38.12898900289667;145.23088300779762;Flanagan Crescent;2022;Between 30km/h and 40km/h;W;2022-02-22;344943;5778396;MGA2020 zone 55;3977;38.5;423;517;8.33;9.53;399
-38.1265060021, 145.23438501;"{""coordinates"": [145.23438501, -38.1265060021], ""type"": ""Point""}";-38.126506002103675;145.2343850100382;Abayo Crescent;2022;Between 40km/h and 50km/h;W;2022-02-22;345244;5778677;MGA2020 zone 55;3977;41.7;102;122;9.99;8.87;400
-38.1222880017, 145.3364570241;"{""coordinates"": [145.3364570241, -38.1222880017], ""type"": ""Point""}";-38.12228800172416;145.3364570241032;Hartleigh Street;2022;Between 50km/h and 60km/h;W;2022-05-19;354183;5779311;MGA2020 zone 55;3978;56.8;1005;1249;23.56;14.02;433
-38.0981260015, 145.2530820241;"{""coordinates"": [145.2530820241, -38.0981260015], ""type"": ""Point""}";-38.098126001521045;145.2530820240981;Quarters Boulevard;2022;Between 50km/h and 60km/h;W;2022-05-19;346824;5781858;MGA2020 zone 55;3977;54.5;1851;2479;11.04;9.74;442
-38.1080690012, 145.248951026;"{""coordinates"": [145.248951026, -38.1080690012], ""type"": ""Point""}";-38.10806900115925;145.2489510260002;Banyan Drive;2022;Between 50km/h and 60km/h;W;2022-05-19;346483;5780747;MGA2020 zone 55;3977;54.4;5132;6118;6.89;12.17;453
-38.0998500032, 145.2709250224;"{""coordinates"": [145.2709250224, -38.0998500032], ""type"": ""Point""}";-38.09985000323616;145.2709250223525;Lamont Crescent;2022;Between 40km/h and 50km/h;W;2022-05-20;348392;5781696;MGA2020 zone 55;3977;48.0;206;244;4.69;11.22;458
-38.1445090029, 145.28705604;"{""coordinates"": [145.28705604, -38.1445090029], ""type"": ""Point""}";-38.14450900285261;145.28705604002525;Teak Street;2022;Between 40km/h and 50km/h;W;2022-08-24;349898;5776766;MGA2020 zone 55;3977;42.7;441;569;4.91;9.12;497
-38.1087200025, 145.3460240302;"{""coordinates"": [145.3460240302, -38.1087200025], ""type"": ""Point""}";-38.1087200024859;145.346024030156;Clamorose Drive;2022;Between 30km/h and 40km/h;W;2022-08-24;354995;5780831;MGA2020 zone 55;3978;36.4;310;406;9.03;8.54;501
-38.0249530012, 145.3129610394;"{""coordinates"": [145.3129610394, -38.0249530012], ""type"": ""Point""}";-38.02495300116346;145.31296103944277;Victor Crescent;2022;Between 50km/h and 60km/h;W;2022-08-24;351927;5790074;MGA2020 zone 55;3805;50.3;4173;4499;3.89;9.45;534
-38.0660426369, 145.3130211092;"{""coordinates"": [145.3130211092, -38.0660426369], ""type"": ""Point""}";-38.06604263692974;145.3130211091721;Robinswood Parade;2019;Between 40km/h and 50km/h;W;2019-05-30;352015;5785515;MGA2020 zone 55;3805;47.3;1506;1851;1.3;13.34;573
-38.1246463487, 145.3043909805;"{""coordinates"": [145.3043909805, -38.1246463487], ""type"": ""Point""}";-38.124646348677786;145.30439098050084;Lineham Drive;2019;Between 50km/h and 60km/h;W;2019-02-23;351377;5778998;MGA2020 zone 55;3977;56.1;1337;1798;4.65;16.07;606
-38.1188658006, 145.2970269199;"{""coordinates"": [145.2970269199, -38.1188658006], ""type"": ""Point""}";-38.11886580059644;145.29702691987148;Elmslie Drive;2018;Between 50km/h and 60km/h;W;2018-05-10;350720;5779628;MGA2020 zone 55;3977;54.8;1030;1301;3.88;10.45;612
-37.9967850002, 145.2401264042;"{""coordinates"": [145.2401264042, -37.9967850002], ""type"": ""Point""}";-37.99678500015629;145.24012640424684;Fugosia Street;2019;Between 40km/h and 50km/h;W;2019-11-14;345475;5793081;MGA2020 zone 55;3177;48.6;848;1069;2.81;16.72;638
-38.026347119, 145.3475453122;"{""coordinates"": [145.3475453122, -38.026347119], ""type"": ""Point""}";-38.026347119030056;145.34754531216876;Harkaway Road;2019;More than 60km/h;W;2019-03-25;354966;5789974;MGA2020 zone 55;3806;60.0;11578;14948;5.5;10.28;643
-38.0463951085, 145.2569946213;"{""coordinates"": [145.2569946213, -38.0463951085], ""type"": ""Point""}";-38.04639510845507;145.25699462125633;Olive Road Hampton Park;2019;Between 50km/h and 60km/h;W;2019-04-29;347060;5787604;MGA2020 zone 55;3975;58.0;1602;2228;3.3;8.53;666
-38.061026171, 145.3144486505;"{""coordinates"": [145.3144486505, -38.061026171], ""type"": ""Point""}";-38.06102617098394;145.31444865052976;The Avenue;2018;Between 50km/h and 60km/h;W;2018-05-09;352131;5786074;MGA2020 zone 55;3805;57.0;1620;2086;3.3;10.07;731
-38.0748349825, 145.3107466356;"{""coordinates"": [145.3107466356, -38.0748349825], ""type"": ""Point""}";-38.07483498253348;145.3107466356142;Merrowland Avenue Cranbourne North;2019;Between 50km/h and 60km/h;W;2019-02-26;351834;5784536;MGA2020 zone 55;3977;50.7;887;1049;2.86;29.84;752
-38.1157681777, 145.3201193656;"{""coordinates"": [145.3201193656, -38.1157681777], ""type"": ""Point""}";-38.115768177702876;145.32011936557777;Mackillop Way, Clyde North;2019;Between 50km/h and 60km/h;W;2019-05-16;352738;5780008;MGA2020 zone 55;3978;51.0;2296;2773;2.3;16.8;754
-37.9851730391, 145.239796105;"{""coordinates"": [145.239796105, -37.9851730391], ""type"": ""Point""}";-37.98517303909567;145.23979610500714;Power Road;2019;More than 60km/h;W;2019-05-21;345422;5794369;MGA2020 zone 55;3177;61.0;7703;9894;2.9;10.74;770
-38.0352132347, 145.3138556435;"{""coordinates"": [145.3138556435, -38.0352132347], ""type"": ""Point""}";-38.035213234659025;145.31385564353516;Saxonwood Drive;2019;Between 50km/h and 60km/h;W;2019-03-14;352027;5788937;MGA2020 zone 55;3805;54.3;3427;4434;3.13;10.85;774
-38.1479726757, 145.2642293469;"{""coordinates"": [145.2642293469, -38.1479726757], ""type"": ""Point""}";-38.14797267573045;145.26422934693423;Smiths Lane   Botanic Ridge;2019;More than 60km/h;W;2019-05-25;347905;5776345;MGA2020 zone 55;3977;62.0;423;518;2.3;10.43;778
-37.9922166127, 145.3500910424;"{""coordinates"": [145.3500910424, -37.9922166127], ""type"": ""Point""}";-37.99221661273913;145.3500910423503;Harkaway Road;2018;More than 60km/h;W;2018-08-15;355122;5793765;MGA2020 zone 55;3806;82.0;6142;7604;7.5;10.73;789
-38.118739133, 145.3191764309;"{""coordinates"": [145.3191764309, -38.118739133], ""type"": ""Point""}";-38.11873913297658;145.31917643090668;Morison Road;2018;Between 30km/h and 40km/h;W;2018-09-12;352661;5779677;MGA2020 zone 55;3978;33.9;2763;3503;3.69;9.08;799
-38.0323597441, 145.256196236;"{""coordinates"": [145.256196236, -38.0323597441], ""type"": ""Point""}";-38.03235974414644;145.25619623596947;View Street;2021;Between 40km/h and 50km/h;W;2021-03-17;346960;5789160;MGA2020 zone 55;3976;49.7;295;394;3.4;10.6;837
-38.0067053461, 145.3739883779;"{""coordinates"": [145.3739883779, -38.0067053461], ""type"": ""Point""}";-38.006705346087664;145.37398837792637;Hilden Drive;2021;Between 50km/h and 60km/h;W;2021-03-26;357249;5792195;MGA2020 zone 55;3806;57.7;67;81;9.2;10.5;866
-38.0583708576, 145.3157833819;"{""coordinates"": [145.3157833819, -38.0583708576], ""type"": ""Point""}";-38.058370857569976;145.31578338187853;Hickory Drive;2021;Between 40km/h and 50km/h;W;2021-03-24;352242;5786371;MGA2020 zone 55;3805;48.5;322;410;5.4;10.3;867
-38.079573173, 145.2805345897;"{""coordinates"": [145.2805345897, -38.079573173], ""type"": ""Point""}";-38.07957317295544;145.28053458967517;Ballanee Grove;2021;Between 50km/h and 60km/h;w;2021-03-25;349193;5783961;MGA2020 zone 55;3977;50.4;988;1168;3.3;13.17;890
-38.0531210326, 145.3517815134;"{""coordinates"": [145.3517815134, -38.0531210326], ""type"": ""Point""}";-38.05312103258303;145.35178151336615;Albrecht Av;2021;Between 40km/h and 50km/h;W;2021-03-23;355390;5787010;MGA2020 zone 55;3806;47.3;777;898;4.9;24.32;893
-38.0737200148, 145.2934804883;"{""coordinates"": [145.2934804883, -38.0737200148], ""type"": ""Point""}";-38.07372001482463;145.29348048832358;Sussex Avenue;2019;Between 40km/h and 50km/h;W;2019-05-30;350317;5784632;MGA2020 zone 55;3977;49.6;441;631;1.5;9.03;916
-38.0677265994, 145.2451134795;"{""coordinates"": [145.2451134795, -38.0677265994], ""type"": ""Point""}";-38.06772659940939;145.24511347945696;Melington Drive;2018;Between 50km/h and 60km/h;W;2018-06-23;346062;5785218;MGA2020 zone 55;3975;54.9;2217;2832;6.37;12.54;927
-38.0794551515, 145.3453352588;"{""coordinates"": [145.3453352588, -38.0794551515], ""type"": ""Point""}";-38.079455151544444;145.34533525882244;Riverstone Boulevard;2019;Between 50km/h and 60km/h;W;2019-03-19;354877;5784078;MGA2020 zone 55;3978;58.0;727;993;3.7;8.06;939
-38.1461856018, 145.2859033915;"{""coordinates"": [145.2859033915, -38.1461856018], ""type"": ""Point""}";-38.14618560176628;145.28590339153064;Riverwood Drive;2019;Between 40km/h and 50km/h;W;2019-05-16;349801;5776578;MGA2020 zone 55;3977;45.0;409;489;13.2;9.61;950
-38.0956486765, 145.2992028952;"{""coordinates"": [145.2992028952, -38.0956486765], ""type"": ""Point""}";-38.095648676468855;145.2992028951871;Dartmoor Drive;2019;Between 40km/h and 50km/h;W;2019-08-26;350863;5782208;MGA2020 zone 55;3977;43.3;715;906;1.7;12.31;957
-38.016516628, 145.2784697146;"{""coordinates"": [145.2784697146, -38.016516628], ""type"": ""Point""}";-38.01651662800294;145.27846971456032;Hinrichsen Drive;2019;Between 50km/h and 60km/h;W;2019-03-14;348883;5790955;MGA2020 zone 55;3803;55.3;1801;2454;4.27;9.94;978
-38.0278151374, 145.308019147;"{""coordinates"": [145.308019147, -38.0278151374], ""type"": ""Point""}";-38.027815137440754;145.30801914696843;Lancaster Avenue;2022;Between 50km/h and 60km/h;W;2022-10-21;351499;5789749;MGA2020 zone 55;3805;50.6;1171;1426;15.33;19.73;1027
-38.0956831376, 145.299214153;"{""coordinates"": [145.299214153, -38.0956831376], ""type"": ""Point""}";-38.09568313763591;145.29921415300143;Dartmoor Drive;2023;Between 40km/h and 50km/h;W;2023-02-07;350864;5782204;MGA2020 zone 55;3977;45.4;940;1259;5.35;11.41;1066
-37.9703921348, 145.350497148;"{""coordinates"": [145.350497148, -37.9703921348], ""type"": ""Point""}";-37.97039213482866;145.3504971479744;Boundary Road;2023;More than 60km/h;W;2023-05-10;355115;5796188;MGA2020 zone 55;3804;62.5;91;109;13.27;11.68;1107
-38.1017071376, 145.2986381536;"{""coordinates"": [145.2986381536, -38.1017071376], ""type"": ""Point""}";-38.10170713763892;145.29863815357325;Foxwood Drive;2023;Between 50km/h and 60km/h;W;2023-05-09;350826;5781534;MGA2020 zone 55;3977;54.2;1472;1771;14.04;13.75;1136
-38.1236771351, 145.332777162;"{""coordinates"": [145.332777162, -38.1236771351], ""type"": ""Point""}";-38.12367713512042;145.3327771620129;Waterman Drive;2023;Between 50km/h and 60km/h;W;2023-05-09;353863;5779151;MGA2020 zone 55;3978;50.4;2282;2795;20.05;15.29;1152
-38.0535631363, 145.3225901524;"{""coordinates"": [145.3225901524, -38.0535631363], ""type"": ""Point""}";-38.05356313626466;145.32259015238853;Homestead Road;2023;Between 50km/h and 60km/h;W;2023-08-02;352830;5786915;MGA2020 zone 55;3806;54.2;904;1110;7.36;9.56;1157
-38.0818071338, 145.3560121614;"{""coordinates"": [145.3560121614, -38.0818071338], ""type"": ""Point""}";-38.08180713375412;145.35601216139383;Azolla Place;2023;Between 30km/h and 40km/h;W;2023-07-26;355818;5783833;MGA2020 zone 55;3978;39.2;219;290;5.55;8.9;1172
-38.0730511361, 145.3231691547;"{""coordinates"": [145.3231691547, -38.0730511361], ""type"": ""Point""}";-38.073051136103864;145.32316915466703;Glasscocks Road;2023;More than 60km/h;W;2023-07-26;352920;5784753;MGA2020 zone 55;3977;67.6;8811;10895;4.2;10.31;1183
-38.109152, 145.303531;"{""coordinates"": [145.303531, -38.109152], ""type"": ""Point""}";-38.10915199999624;145.30353099999735;Braford Drive;2023;Between 40km/h and 50km/h;W;2023-10-22;351270;5780716;MGA2020 zone 55;3977;45.1;4389;5479;3.95;863.0;1232
-37.999067, 145.257128;"{""coordinates"": [145.257128, -37.999067], ""type"": ""Point""}";-37.99906699999615;145.25712799999698;Frawley Road;2023;Between 50km/h and 60km/h;W;2023-10-25;346973;5792856;MGA2020 zone 55;3803;51.6;6962;8643;4.68;1046.0;1250
-38.155531, 145.308338;"{""coordinates"": [145.308338, -38.155531], ""type"": ""Point""}";-38.155530999996216;145.30833799999738;Browns Road;2024;More than 60km/h;W;2024-02-05;351786;5775577;MGA2020 zone 55;3977;65.3;2855;3515;8.35;453.0;1270
-38.167232, 145.371047;"{""coordinates"": [145.371047, -38.167232], ""type"": ""Point""}";-38.16723199999637;145.3710469999978;Mcalpine Road;2024;More than 60km/h;W;2024-02-10;357303;5774377;MGA2020 zone 55;3978;60.3;24;31;17.97;11.0;1300
-38.02999, 145.352129;"{""coordinates"": [145.352129, -38.02999], ""type"": ""Point""}";-38.02998999999637;145.35212899999763;Peel Street;2024;Between 40km/h and 50km/h;W;2024-02-07;355375;5789577;MGA2020 zone 55;3806;45.0;2386;2796;5.98;360.0;1307
-38.121008, 145.369563;"{""coordinates"": [145.369563, -38.121008], ""type"": ""Point""}";-38.12100799999638;145.36956299999775;Athenaeum Avenue;2024;Less than 30km/h;W;2024-05-17;357083;5779504;MGA2020 zone 55;3978;25.9;384;444;18.2;44.0;1320
-38.215143, 145.341083;"{""coordinates"": [145.341083, -38.215143], ""type"": ""Point""}";-38.215142999996274;145.3410829999976;Anchorage Drive;2024;Between 50km/h and 60km/h;W;2024-08-22;354773;5769014;MGA2020 zone 55;3980;50.2;631;734;7.24;12.06;1385
-37.974582, 145.324523;"{""coordinates"": [145.324523, -37.974582], ""type"": ""Point""}";-37.97458199999637;145.32452299999747;Aurisch Drive;2024;Between 30km/h and 40km/h;W;2024-06-13;352842;5795682;MGA2020 zone 55;3804;38.3;25;26;11.11;23.81;1389
-38.06672, 145.273805;"{""coordinates"": [145.273805, -38.06672], ""type"": ""Point""}";-38.066719999996174;145.27380499999714;Glasscocks Road;2024;More than 60km/h;W;2024-08-21;348577;5785377;MGA2020 zone 55;3976;76.1;7917;10397;4.6;9.75;1426
-38.091431, 145.348422;"{""coordinates"": [145.348422, -38.091431], ""type"": ""Point""}";-38.091430999996334;145.34842199999764;Hyde Avenue;2024;Between 30km/h and 40km/h;W;2024-08-21;355171;5782753;MGA2020 zone 55;3978;33.7;93;114;5.0;11.5;1440
-38.163568, 145.265881;"{""coordinates"": [145.265881, -38.163568], ""type"": ""Point""}";-38.16356799999612;145.2658809999971;Sweet Wattle Dr;2024;Between 30km/h and 40km/h;W;2024-07-23;348082;5774617;MGA2020 zone 55;3977;30.8;7;5;10.5;40.0;1454
-38.218458, 145.316176;"{""coordinates"": [145.316176, -38.218458], ""type"": ""Point""}";-38.21845799999622;145.31617599999748;Akuna St;2024;Less than 30km/h;W;2024-07-23;352599;5768607;MGA2020 zone 55;3980;18.6;7;6;5.6;50.0;1456
-38.199186, 145.227045;"{""coordinates"": [145.227045, -38.199186], ""type"": ""Point""}";-38.19918599999597;145.22704499999676;Fern St;2024;Between 30km/h and 40km/h;W;2024-07-23;344755;5770600;MGA2020 zone 55;3912;31.2;12;12;8.3;16.7;1480
-38.176274, 145.37595;"{""coordinates"": [145.37595, -38.176274], ""type"": ""Point""}";-38.17627399999635;145.37594999999783;Langtree Rd;2024;Between 30km/h and 40km/h;W;2024-07-23;357750;5773381;MGA2020 zone 55;3980;33.5;16;19;12.9;10.5;1498
-38.034267, 145.35916;"{""coordinates"": [145.35916, -38.034267], ""type"": ""Point""}";-38.0342669999964;145.35915999999773;Warne Pl;2024;Less than 30km/h;W;2024-07-23;356001;5789113;MGA2020 zone 55;3806;10.7;12;11;28.6;36.4;1537
-38.1067244392, 145.2799755405;"{""coordinates"": [145.2799755405, -38.1067244392], ""type"": ""Point""}";-38.10672443917009;145.2799755405084;Mclaren Avenue;2020;Between 50km/h and 60km/h;W;2020-02-13;349200;5780947;MGA2020 zone 55;3977;52.4;1118;1326;2.7;11.31;16
-38.1081543631, 145.2701945434;"{""coordinates"": [145.2701945434, -38.1081543631], ""type"": ""Point""}";-38.108154363068365;145.27019454339617;Valepark Crescent;2018;Between 50km/h and 60km/h;W;2018-08-16;348345;5780773;MGA2020 zone 55;3977;52.0;826;955;4.3;12.67;17
-38.107314187, 145.2539770845;"{""coordinates"": [145.2539770845, -38.107314187], ""type"": ""Point""}";-38.10731418704881;145.25397708445354;Navarre Drive;2018;Between 50km/h and 60km/h;W;2018-03-14;346922;5780839;MGA2020 zone 55;3977;51.8;510;635;4.97;23.15;25
-38.1032878781, 145.2559601941;"{""coordinates"": [145.2559601941, -38.1032878781], ""type"": ""Point""}";-38.1032878780762;145.25596019407098;Willora Crescent;2018;Between 40km/h and 50km/h;W;2018-06-23;347087;5781289;MGA2020 zone 55;3977;49.1;342;427;2.46;13.35;28
-37.9784172856, 145.244255914;"{""coordinates"": [145.244255914, -37.9784172856], ""type"": ""Point""}";-37.97841728559935;145.24425591403042;Amalfi Drive;2018;Between 50km/h and 60km/h;W;2018-05-10;345799;5795126;MGA2020 zone 55;3802;57.3;5188;6389;3.53;11.85;41
-38.0556201133, 145.3514358441;"{""coordinates"": [145.3514358441, -38.0556201133], ""type"": ""Point""}";-38.05562011333219;145.3514358441187;Streeton Way;2020;Between 50km/h and 60km/h;W;2020-02-13;355365;5786732;MGA2020 zone 55;3806;53.0;1831;2207;3.4;28.32;60
-38.0508579366, 145.2779534676;"{""coordinates"": [145.2779534676, -38.0508579366], ""type"": ""Point""}";-38.050857936589246;145.27795346762514;The Parkway;2019;Between 40km/h and 50km/h;W;2019-02-26;348908;5787143;MGA2020 zone 55;3976;48.1;163;254;6.2;10.63;122
-38.0298680285, 145.3659588481;"{""coordinates"": [145.3659588481, -38.0298680285], ""type"": ""Point""}";-38.02986802845387;145.36595884805678;Manuka Road;2019;More than 60km/h;W;2019-05-30;356589;5789612;MGA2020 zone 55;3806;66.3;2352;2629;2.9;22.86;152
-38.0360181871, 145.3113831069;"{""coordinates"": [145.3113831069, -38.0360181871], ""type"": ""Point""}";-38.036018187082895;145.31138310687928;Norfolk Drive;2019;Between 50km/h and 60km/h;W;2019-05-30;351811;5788844;MGA2020 zone 55;3805;58.4;706;888;0.8;9.69;157
-37.9507715302, 145.2484011334;"{""coordinates"": [145.2484011334, -37.9507715302], ""type"": ""Point""}";-37.95077153024257;145.24840113342913;Churchill Park Drive;2020;More than 60km/h;W;2020-07-14;346106;5798201;MGA2020 zone 55;3156;79.6;6502;7871;5.05;12.76;165
-38.0374734154, 145.3655717652;"{""coordinates"": [145.3655717652, -38.0374734154], ""type"": ""Point""}";-38.03747341542307;145.36557176519634;Cardinia St;2021;Between 40km/h and 50km/h;W;2021-03-24;356570;5788767;MGA2020 zone 55;3806;49.2;338;392;2.6;9.6;249
-38.0506060025, 145.2725680372;"{""coordinates"": [145.2725680372, -38.0506060025], ""type"": ""Point""}";-38.05060600245282;145.27256803719013;Redwood Avenue;2022;Between 30km/h and 40km/h;W;2022-02-22;348435;5787163;MGA2020 zone 55;3976;33.3;93;124;5.79;12.4;270
-38.0291390037, 145.3496290308;"{""coordinates"": [145.3496290308, -38.0291390037], ""type"": ""Point""}";-38.02913900370238;145.34962903080418;Peel Street;2022;Between 40km/h and 50km/h;W;2022-02-22;355154;5789668;MGA2020 zone 55;3806;47.9;2401;2760;3.41;12.31;328
-38.1261890031, 145.3064510197;"{""coordinates"": [145.3064510197, -38.1261890031], ""type"": ""Point""}";-38.126189003127294;145.30645101969358;Casey Fields Boulevard;2022;Between 50km/h and 60km/h;W;2022-02-22;351561;5778830;MGA2020 zone 55;3977;53.3;624;847;6.06;8.66;384
-38.0948290023, 145.2572880225;"{""coordinates"": [145.2572880225, -38.0948290023], ""type"": ""Point""}";-38.09482900230829;145.25728802252266;Central Parkway;2022;Between 50km/h and 60km/h;W;2022-02-22;347186;5782230;MGA2020 zone 55;3977;52.6;4751;6409;4.05;8.67;408
-38.1090470018, 145.2594550121;"{""coordinates"": [145.2594550121, -38.1090470018], ""type"": ""Point""}";-38.1090470018007;145.2594550121298;Scarborough Avenue;2022;Between 50km/h and 60km/h;W;2022-05-20;347406;5780656;MGA2020 zone 55;3977;51.1;706;890;2.37;9.9;472
-38.0795790045, 145.2859580083;"{""coordinates"": [145.2859580083, -38.0795790045], ""type"": ""Point""}";-38.07957900446359;145.28595800828163;Courtenay Avenue;2022;Between 40km/h and 50km/h;W;2022-08-24;349669;5783969;MGA2020 zone 55;3977;40.5;613;756;7.98;13.88;511
-38.0974370015, 145.2478680265;"{""coordinates"": [145.2478680265, -38.0974370015], ""type"": ""Point""}";-38.097437001535134;145.24786802647498;Quarters Boulevard;2022;Between 50km/h and 60km/h;W;2022-08-24;346365;5781925;MGA2020 zone 55;3977;54.6;662;783;4.09;12.8;516
-38.0196780024, 145.2680550357;"{""coordinates"": [145.2680550357, -38.0196780024], ""type"": ""Point""}";-38.019678002426765;145.26805503571705;Ogrady Road;2022;Between 30km/h and 40km/h;W;2022-08-24;347975;5790587;MGA2020 zone 55;3976;35.3;322;407;17.35;9.7;523
